Current_RMS,VDC,Temp_Max,Temp_Avg,Temp_Diff_Max,Power_DC,Power_AC,Ia,Ib,T1,T2,T3,Timestamp,is_failed,fault_label,fault_type,FDD
465.6007,-21.994134897360684,12.2299,11.4304,1.6526807619454758,9.765395894428142,56.42228739002928,532.0,388.0,10.577241530953811,11.48395053950884,12.229922292899287,0.0,0,0,normal,F0
466.1722,-21.994134897360684,12.6462,11.9541,1.1622000635978225,6.5102639296187625,55.87976539589438,533.0,388.0,11.732167610063923,11.48395053950884,12.646150603106662,0.1,0,0,normal,F0
466.5887,-21.994134897360684,12.2299,11.4302,1.5704603235621448,8.137829912023452,129.12023460410546,533.0,389.0,10.659461969337144,11.401304818190908,12.229922292899287,0.2,0,0,normal,F0
467.5767,-21.994134897360684,12.4795,11.8434,0.9955462387161448,8.137829912023452,90.42033235581611,534.0,390.0,11.56664246250716,11.48395053950884,12.479496778224984,0.3,0,0,normal,F0
466.4354,-17.106549364613866,12.2299,11.3203,1.6526807619454758,8.861192570869983,55.337243401759466,532.0,390.0,10.577241530953811,11.153638149764788,12.229922292899287,0.4,0,0,normal,F0
466.4354,-17.106549364613866,12.2299,11.4578,1.5704603235621448,6.32942326490713,92.22873900293244,532.0,390.0,10.659461969337144,11.48395053950884,12.229922292899287,0.5,0,0,normal,F0
467.9941,-21.994134897360684,12.3131,11.4579,1.6535985748413964,8.137829912023452,53.70967741935478,534.0,391.0,10.659461969337144,11.401304818190908,12.31306054417854,0.6000000000000001,0,0,normal,F0
466.8538,-26.881720430107503,12.3131,11.4579,1.6535985748413964,11.93548387096773,-18.264907135874857,532.0,391.0,10.659461969337144,11.401304818190908,12.31306054417854,0.7000000000000001,0,0,normal,F0
467.5452,-26.881720430107503,12.3131,11.6235,1.6535985748413964,11.93548387096773,53.70967741935479,531.0,394.0,10.659461969337144,11.897885669766652,12.31306054417854,0.8,0,0,normal,F0
466.4354,-17.106549364613866,12.3131,11.4579,1.6535985748413964,8.861192570869983,55.337243401759466,532.0,390.0,10.659461969337144,11.401304818190908,12.31306054417854,0.9,0,0,normal,F0
466.5887,-17.106549364613866,12.2299,11.4853,1.5704603235621448,7.595307917888555,92.22873900293249,533.0,389.0,10.659461969337144,11.56664246250716,12.229922292899287,1.0,0,0,normal,F0
466.8538,-17.106549364613866,12.2299,11.4578,1.5704603235621448,7.595307917888555,127.854349951124,532.0,391.0,10.659461969337144,11.48395053950884,12.229922292899287,1.1,0,0,normal,F0
466.5887,-26.881720430107503,12.3131,11.5958,1.6535985748413964,31.827956989247284,18.445747800586496,533.0,389.0,10.659461969337144,11.81500218683243,12.31306054417854,1.2000000000000002,0,0,normal,F0
464.7688,-17.106549364613866,12.2299,11.4576,1.488200341764582,5.063538611925704,95.84555229716511,532.0,386.0,10.741721951134709,11.401304818190908,12.229922292899287,1.3,0,0,normal,F0
467.16,-17.106549364613866,12.3131,11.4579,1.6535985748413964,7.595307917888555,91.3245356793743,534.0,389.0,10.659461969337144,11.401304818190908,12.31306054417854,1.4,0,0,normal,F0
467.16,-17.106549364613866,12.2299,11.4304,1.6526807619454758,8.861192570869983,54.794721407624586,534.0,389.0,10.577241530953811,11.48395053950884,12.229922292899287,1.5,0,0,normal,F0
465.0296,-26.881720430107503,11.4013,10.989,0.7418428488537643,9.946236559139775,56.96480938416418,531.0,388.0,10.659461969337144,11.401304818190908,10.90636318554425,1.6,0,0,normal,F0
467.3163,-17.106549364613866,12.3131,11.6502,1.0769112508937155,7.595307917888555,91.3245356793743,535.0,388.0,11.236149293284823,11.401304818190908,12.31306054417854,1.7000000000000002,0,0,normal,F0
465.6007,-21.994134897360684,12.2299,11.4028,1.6526807619454758,9.765395894428142,94.0371456500488,532.0,388.0,10.577241530953811,11.401304818190908,12.229922292899287,1.8,0,0,normal,F0
467.16,-21.994134897360684,12.3963,11.5405,1.5722296728107494,9.765395894428142,91.3245356793743,534.0,389.0,10.824022136177405,11.401304818190908,12.396251808988154,1.9,0,0,normal,F0
468.4122,-21.994134897360684,12.3131,11.4579,1.6535985748413964,11.392961876832835,88.61192570869981,534.0,392.0,10.659461969337144,11.401304818190908,12.31306054417854,2.0,0,0,normal,F0
